Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
-0.7892723355548015,0.8273772438659699,male,-0.5348911628688886,0.4327933656785018,-0.4736736092984604,-0.8205524467753036,S
1.266989801811655,-1.5661069258891576,female,0.6683917564561223,0.4327933656785018,-0.4736736092984604,2.0316232164746784,C
1.266989801811655,0.8273772438659699,female,-0.23407043303763592,-0.47454519624983954,-0.4736736092984604,-0.7875775669667633,S
1.266989801811655,-1.5661069258891576,female,0.4427762090826827,0.4327933656785018,-0.4736736092984604,1.4192967965159125,S
-0.7892723355548015,0.8273772438659699,male,0.4427762090826827,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,S
-0.7892723355548015,0.8273772438659699,male,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.761524969334327,Q
-0.7892723355548015,-1.5661069258891576,male,1.8716746757811333,-0.47454519624983954,-0.4736736092984604,1.358842850200255,S
-0.7892723355548015,0.8273772438659699,male,-2.038994812025152,2.2474704895351842,0.7676298785983874,-0.14517805662260871,S
1.266989801811655,0.8273772438659699,female,-0.15886525057982273,-0.47454519624983954,2.0089333664952354,-0.6308467419449267,S
1.266989801811655,-0.3693648410115938,female,-1.136532622531394,0.4327933656785018,-0.4736736092984604,0.2942818304613415,C
1.266989801811655,0.8273772438659699,female,-1.8885844471095259,0.4327933656785018,0.7676298785983874,-0.35890412945574,S
1.266989801811655,-1.5661069258891576,female,2.172495405612386,-0.47454519624983954,-0.4736736092984604,0.12228485737999564,S
-0.7892723355548015,0.8273772438659699,male,-0.685301527784515,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,S
-0.7892723355548015,0.8273772438659699,male,0.7435969389139355,0.4327933656785018,5.73284383018578,0.35310901603977735,S
-0.7892723355548015,0.8273772438659699,female,-1.136532622531394,-0.47454519624983954,-0.4736736092984604,-0.7910362654711258,S
1.266989801811655,-0.3693648410115938,female,1.9468798582389464,-0.47454519624983954,-0.4736736092984604,-0.393100301109041,S
-0.7892723355548015,0.8273772438659699,male,-2.038994812025152,3.1548090514635256,0.7676298785983874,0.24807791739035287,Q
1.266989801811655,-0.3693648410115938,male,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,S
-0.7892723355548015,0.8273772438659699,female,0.14195547925143,0.4327933656785018,-0.4736736092984604,-0.29539695352818096,S
1.266989801811655,0.8273772438659699,female,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.8217737386200644,C
-0.7892723355548015,-0.3693648410115938,male,0.4427762090826827,-0.47454519624983954,-0.4736736092984604,0.0954164367952591,S
1.266989801811655,-0.3693648410115938,male,0.36757102662486957,-0.47454519624983954,-0.4736736092984604,-0.539655322480331,S
1.266989801811655,0.8273772438659699,female,-1.061327440073581,-0.47454519624983954,-0.4736736092984604,-0.7824872225578006,Q
1.266989801811655,-1.5661069258891576,male,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,0.5595073378043441,S
-0.7892723355548015,0.8273772438659699,female,-1.5877637172782733,2.2474704895351842,0.7676298785983874,-0.14517805662260871,S
1.266989801811655,0.8273772438659699,female,0.6683917564561223,0.4327933656785018,5.73284383018578,0.35860482934120075,S
-0.7892723355548015,0.8273772438659699,male,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.8217737386200644,C
-0.7892723355548015,-1.5661069258891576,male,-0.7605067102423282,2.2474704895351842,2.0089333664952354,2.0316232164746784,S
1.266989801811655,0.8273772438659699,female,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.789814973626365,Q
-0.7892723355548015,0.8273772438659699,male,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,S
-0.7892723355548015,-1.5661069258891576,male,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,0.1794803970538311,C
1.266989801811655,-1.5661069258891576,female,0.4427762090826827,0.4327933656785018,-0.4736736092984604,2.0316232164746784,C
1.266989801811655,0.8273772438659699,female,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,Q
-0.7892723355548015,-0.3693648410115938,male,2.7741368652748912,-0.47454519624983954,-0.4736736092984604,-0.661784506956406,S
-0.7892723355548015,-1.5661069258891576,male,-0.08366006812200955,0.4327933656785018,-0.4736736092984604,2.0316232164746784,C
-0.7892723355548015,-1.5661069258891576,male,0.969212486287375,0.4327933656785018,-0.4736736092984604,1.3655599553464393,S
1.266989801811655,0.8273772438659699,male,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.8215685615901446,C
-0.7892723355548015,0.8273772438659699,male,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,S
-0.7892723355548015,0.8273772438659699,female,-0.8357118927001413,1.340131927606843,-0.4736736092984604,-0.29539695352818096,S
1.266989801811655,0.8273772438659699,female,-1.136532622531394,0.4327933656785018,-0.4736736092984604,-0.6255512205060441,C
-0.7892723355548015,0.8273772438659699,female,0.8188021213717487,0.4327933656785018,-0.4736736092984604,-0.7118574725915968,S
-0.7892723355548015,-0.3693648410115938,female,-0.15886525057982273,0.4327933656785018,-0.4736736092984604,-0.14884193215689093,S
-0.7892723355548015,0.8273772438659699,male,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.7890040358414437,C
1.266989801811655,-0.3693648410115938,female,-1.9637896295673392,0.4327933656785018,2.0089333664952354,0.8564864331111263,C
1.266989801811655,0.8273772438659699,female,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.789814973626365,Q
-0.7892723355548015,0.8273772438659699,male,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.7814711077429595,S
-0.7892723355548015,0.8273772438659699,male,-0.3092756154954491,0.4327933656785018,-0.4736736092984604,-0.417526138004256,Q
1.266989801811655,0.8273772438659699,female,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.7961266098800885,Q
-0.7892723355548015,0.8273772438659699,male,-0.3092756154954491,1.340131927606843,-0.4736736092984604,-0.1156618753184308,C
-0.7892723355548015,0.8273772438659699,female,-0.8357118927001413,0.4327933656785018,-0.4736736092984604,-0.30516728828626694,S
-0.7892723355548015,0.8273772438659699,male,-1.6629688997360863,3.1548090514635256,0.7676298785983874,0.7640737218017698,S
-0.7892723355548015,0.8273772438659699,male,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.793684026190567,S
1.266989801811655,-1.5661069258891576,female,1.4956487634920672,0.4327933656785018,-0.4736736092984604,2.0316232164746784,C
1.266989801811655,-0.3693648410115938,female,-0.008454885664196365,0.4327933656785018,-0.4736736092984604,0.0954164367952591,S
-0.7892723355548015,-1.5661069258891576,male,2.6989316828170784,-0.47454519624983954,0.7676298785983874,1.8530605784358982,C
1.266989801811655,-1.5661069258891576,male,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,0.5595073378043441,S
